title,timestamp_first,timestamp_end,def_first,def_end,label
Omer Atzili,2021-10-04T03:11:39Z,2021-10-05T08:03:43Z,Omer Atzili (Hebrew: עומר אצילי; born 27 July 1993) is an Israeli professional footballer who plays as an attacking midfielder or as a winger for Maccabi Haifa and the Israel national team.,Omer Atzili (Hebrew: עומר אצילי; born 27 July 1993) is an Israeli professional footballer who plays as an attacking midfielder or as a winger for Maccabi Haifa and the Israel national team.,0
Age of Empires IV,2021-10-08T08:38:38Z,2021-11-01T01:01:29Z,Age of Empires IV is an upcoming real-time strategy video game developed by Relic Entertainment and published by Xbox Game Studios.,"Age of Empires IV is the fourth installment of the Age of Empires series, a real-time strategy video game released October 28, 2021, for Windows and set in the Middle Ages.",1
Radu Câmpeanu,2021-10-13T16:54:33Z,2021-11-01T14:30:38Z,"Radu-Anton Câmpeanu (Romanian pronunciation: ; born 28 February 1922 in Răzvad, Dâmbovița County, Kingdom of Romania–deceased 19 October 2016 in Bucharest, Romania) was a Romanian politician who was also jurist and economist by profession, after graduating from the University of Bucharest (UB) shortly after the end of World War II, more specifically in November 1945. During the interwar period and up until 1945, he was the leader of the National Liberal students' association at nationwide level (the equivalent of today's National Liberal Youth Wing).","Radu-Anton Câmpeanu (Romanian pronunciation: ; born 28 February 1922 in Răzvad, Dâmbovița County, Kingdom of Romania–deceased 19 October 2016 in Bucharest, Romania) was a Romanian politician who was also jurist and economist by profession, after graduating from the University of Bucharest in November 1945. During the interwar period and up until 1945, he was the leader of the National Liberal students' association at nationwide level (the equivalent of today's National Liberal Youth Wing).",0
Rik Fox,2021-10-14T03:40:11Z,2021-10-14T04:01:09Z,"Richard Suligowski (born December 28, 1955), better known today as Rik Fox, is an American heavy metal bassist.","Richard Suligowski (born December 28, 1955), better known today as Rik Fox, is an American heavy metal bassist.",0
RAI,2021-10-11T10:02:38Z,2021-10-23T13:28:39Z,"RAI – Radiotelevisione italiana (Italian pronunciation: ; commercially styled as Rai since 2000; known until 1954 as Radio Audizioni Italiane) is the national public broadcasting company of Italy, owned by the Ministry of Economy and Finance.","RAI – Radiotelevisione italiana (Italian pronunciation: ; commercially styled as Rai since 2000; known until 1954 as Radio Audizioni Italiane) is the national public broadcasting company of Italy, owned by the Ministry of Economy and Finance.",0
Jason Todd,2021-10-08T20:17:29Z,2021-10-27T04:02:34Z,Jason Peter Todd is the second character to assume the role of Robin and the second and best-known character to take up the Red Hood alias.,Todd is the second character to assume the role of Robin and the second and best-known character to take up the Red Hood alias.,0
Trese (TV series),2021-10-03T13:30:26Z,2021-10-24T18:31:49Z,Trese (Tagalog: ) is an anime-influenced streaming television series based on the Filipino comic series of the same name by Budjette Tan and Kajo Baldisimo.,Trese is an anime-influenced streaming television series based on the Filipino comic series of the same name by Budjette Tan and Kajo Baldisimo.,0
Edward IV of England,2021-10-04T20:19:27Z,2021-10-21T09:03:38Z,"Edward IV was King of England from 1461 to 1470, and again from 1471 until his death in 1483.","Edward IV was King of England from 4 March 1461 to 3 October 1470, then again from 11 April 1471 until his death in 1483.",0
Trick 'r Treat,2021-10-01T04:37:18Z,2021-11-01T16:43:39Z,Trick 'r Treat is a 2007 American anthology horror comedy film written and directed by Michael Dougherty and produced by Bryan Singer.,Trick 'r Treat is a 2007 American anthology horror comedy film written and directed by Michael Dougherty and produced by Bryan Singer.,0
Paramount Television,2021-10-08T00:16:27Z,2021-11-01T00:39:29Z,"Desilu Productions was an American production company founded and co-owned by husband and wife Desi Arnaz and Lucille Ball, best known for shows such as I Love Lucy, Star Trek, and The Untouchables.","Desilu Productions was an American production company founded and co-owned by husband and wife Desi Arnaz and Lucille Ball, best known for shows such as I Love Lucy, Star Trek, and The Untouchables.",0
Julius Nyerere,2021-10-14T05:39:49Z,2021-10-31T03:47:57Z,"Julius Kambarage Nyerere was a Tanzanian anti-colonial activist, politician, and political theorist.",Nyerere was an African nationalist and African socialist who promoted a political philosophy known as Ujamaa.,0
J. Howard Moore,2021-10-02T17:45:21Z,2021-11-01T22:13:56Z,"John Howard Moore (December 4, 1862 – June 17, 1916) was an American zoologist, philosopher, educator and socialist.","John Howard Moore (December 4, 1862 – June 17, 1916) was an American zoologist, philosopher, educator, humanitarian and socialist.",0
Red Star Belgrade,2021-10-01T08:26:46Z,2021-10-30T05:11:21Z,"Red Star Belgrade is a Serbian professional football club based in Belgrade, and a major part of the Red Star multi-sport club.","Fudbalski klub Crvena zvezda (Serbian Cyrillic: Фудбалски клуб Црвена звезда, lit. 'Red Star Football Club') is a Serbian professional football club based in Belgrade, and a major part of the Red Star multi-sport club.",0
Geordin Hill-Lewis,2021-10-10T22:00:21Z,2021-11-01T15:37:43Z,Geordin Gwyn Hill-Lewis (born 31 December 1986) is a South African politician who has been serving as the Shadow Minister of Finance since June 2019.,Geordin Gwyn Hill-Lewis (born 31 December 1986) is a South African politician who has been serving as the Shadow Minister of Finance since June 2019.,0
Samir Zard,2021-10-29T12:40:05Z,2021-10-29T12:46:11Z,"Samir Zard is a Lebanese-French chemist and the president of the department of chemistry at the École polytechnique, Paris.","Samir Zard is a Lebanese-French chemist and the president of the department of chemistry at the École polytechnique, Paris.",0
Arrigo Tessari,2021-10-24T19:44:06Z,2021-10-24T21:20:32Z,Arrigo Tessari was an Italian Air Force general during World War II.,Arrigo Tessari was an Italian Air Force general during World War II who commanded Italian air forces in Albania and later Greece from 1940 to 1942.,1
Luis de Pablo,2021-10-10T23:16:10Z,2021-10-17T14:55:37Z,Luis de Pablo Costales (28 January 1930 - 10 October 2021) was a Spanish composer belonging to the generation of Spanish composers named by Cristóbal Halffter as Generación del 51.,Luis de Pablo Costales was a Spanish composer belonging to the generation that Cristóbal Halffter named the Generación del 51.,1
Mario Draghi,2021-10-02T06:52:08Z,2021-11-01T20:15:42Z,"Mario Draghi OMRI is an Italian economist, banker, academic, and civil servant who has been serving as Prime Minister of Italy since 13 February 2021.","Mario Draghi OMRI (Italian: ; born 3 September 1947) is an Italian economist, banker, academic and civil servant who is the current Prime Minister of Italy since 13 February 2021.",0
Muhyiddin Yassin,2021-10-02T16:57:31Z,2021-11-01T06:57:11Z,Muhyiddin Yassin is a Malaysian politician who served as the 8th Prime Minister of Malaysia from March 2020 to August 2021.,Muhyiddin Yassin is a Malaysian politician who served as the eighth prime minister of Malaysia from March 2020 to August 2021.,0
New Deal,2021-10-01T12:14:50Z,2021-10-28T11:17:53Z,"The New Deal was a series of programs, public work projects, financial reforms, and regulations enacted by President Franklin D. Roosevelt in the United States between 1933 and 1939.","The New Deal was a series of programs, public work projects, financial reforms, and regulations enacted by President Franklin D. Roosevelt in the United States between 1933 and 1939.",0
Jerry Pinkney,2021-10-20T22:12:39Z,2021-11-01T15:50:38Z,Jerry Pinkney is an American illustrator and writer of children's books.,"Jerry Pinkney was an American illustrator and writer of children's literature who illustrated over 100 books since 1964, usually done in watercolors.",1
"José da Silva Lisboa, Viscount of Cairu",2021-10-22T04:26:06Z,2021-10-22T05:12:23Z,"José da Silva Lisboa, first Baron and Viscount of Cairu (July 16, 1756 in Salvador – August 20, 1835 in Rio de Janeiro), was an economist, historian, jurist, publicist and Brazilian politician, active at the time of Independence of the Brazil and credited for the promotion of important economic reforms.","José da Silva Lisboa, first Baron and Viscount of Cairu (July 16, 1756 in Salvador – August 20, 1835 in Rio de Janeiro), was a Brazilian economist, historian, jurist, publicist and politician, active at the time of the Independence of Brazil and credited for the promotion of important economic reforms.",0
Artur Naifonov,2021-10-02T19:05:54Z,2021-10-09T19:00:54Z,"Artur Edikovich Naifonov is a Russian freestyle wrestler who competes at 86 kilograms and is an Olympic Games medalist, World Championship medalist, three-time European Continental champion and a two-time Russian National champion (four-time finalist).","Artur Edikovich Naifonov is a Russian freestyle wrestler who competes at 86 kilograms and is an Olympic Games medalist, World Championship medalist, three-time European Continental champion and a two-time Russian National champion (four-time finalist).",0
Caitlin Cherry,2021-10-20T23:51:41Z,2021-10-29T01:03:40Z,"Caitlin Cherry is an African-American painter, sculptor, and educator.","Caitlin Cherry is an African-American painter, sculptor, and educator.",0
Ana Guerra,2021-10-05T05:48:42Z,2021-10-28T16:16:38Z,"Ana Alicia Guerra Morales (born 18 February 1994), better known as Ana Guerra, is a Spanish singer.","Ana Alicia Guerra Morales (born 18 February 1994), better known as Ana Guerra, is a Spanish singer.",0
Bird of prey,2021-10-07T20:22:28Z,2021-10-27T14:14:32Z,"Birds of prey, also known as raptors, include species of bird that primarily hunt and feed on vertebrates that are large relative to the hunter.","Birds of prey, also known as raptors, include species of bird that primarily hunt and feed on vertebrates that are large relative to the hunter.",0
Hiro Matsushita,2021-10-14T14:52:25Z,2021-11-01T17:53:34Z,"Hiroyuki ""Hiro"" Matsushita (ヒロ松下, Matsushita Hiro, full Kanji:松下弘幸) is a former driver in the Champ Car and Formula Atlantic series who won the Toyota Atlantic Championship (Pacific) in 1989 as the first and only Japanese driver.","Hiroyuki ""Hiro"" Matsushita (松下ヒロ, Matsushita Hiro, full Kanji:松下弘幸) is a former Japanese racing driver and a businessman.",0
J2 Global,2021-10-16T18:22:39Z,2021-10-16T18:23:32Z,"J2 Global is an American publicly traded technology holding company based in Los Angeles, California.","J2 Global is an American publicly traded technology holding company based in Los Angeles, California.",0
Henk ten Cate,2021-10-29T17:24:52Z,2021-10-30T02:54:02Z,Hendrik Willem ten Cate (born 9 December 1954) is a Dutch football manager and former professional player who is currently the head coach of UAE Pro League club Al Wahda.,Hendrik Willem ten Cate (born 9 December 1954) is a Dutch football manager and former professional player who is currently the head coach of UAE Pro League club Al Wahda.,0
Christian Democratic Union of Germany,2021-10-01T07:44:28Z,2021-11-01T17:09:20Z,The Christian Democratic Union of Germany is a Christian-democratic and liberal-conservative political party in Germany.,The Christian Democratic Union of Germany is a Christian-democratic and liberal-conservative political party in Germany.,0
Geraldine Viswanathan,2021-10-11T13:48:12Z,2021-10-31T17:27:22Z,Geraldine Viswanathan (/ˌvɪswəˈnɑːθən/ VISS-wə-NAH-thən; born 20 June 1995) is an Australian actress.,Geraldine Viswanathan (/ˌvɪswəˈnɑːθən/ VISS-wə-NAH-thən; born 20 June 1995) is an Australian actress.,0
Great Eastern Life,2021-10-22T21:37:53Z,2021-10-23T15:59:57Z,"Great Eastern Life Assurance Co. Ltd, often known as Great Eastern Life or Great Eastern, is a Singaporean multinational finance and insurance corporation with operations in various countries and jurisdictions in the Asia-Pacific region.",Great Eastern Life Assurance Co. Ltd is a Singaporean multinational finance and insurance corporation with operations in various countries and jurisdictions in the Asia-Pacific region.,0
