title,timestamp_first,timestamp_end,def_first,def_end,label,comment
Source code,2021-09-10T06:11:21Z,2021-09-20T13:32:07Z,"n computing, source code is any collection of code, with or without comments, written using a human-readable programming language, usually as plain text.","In computing, source code is any collection of code, with or without comments, written using a human-readable programming language, usually as plain text.",0,
Majid Jowhari,2021-09-04T19:34:33Z,2021-09-24T01:45:46Z,"Majid Jowhari MP (Persian: مجید جوهری, born October 24th, 1960) is a Canadian politician who was elected in the 2015 and 2019 Canadian federal elections to represent the electoral district of Richmond Hill as a Member of Parliament in the House of Commons of Canada.","Majid Jowhari MP (Persian: مجید جوهری, born October 24th, 1960) is a Canadian politician who was elected in the 2015, 2019 and 2021 Canadian federal election to represent the electoral district of Richmond Hill as a Member of Parliament in the House of Commons of Canada and was the first federal nominee and candidate of Iranian heritage.",1,
Idol Producer,2021-09-04T02:41:14Z,2021-09-29T17:46:05Z,"Idol Producer (simplified Chinese: 偶像练习生; traditional Chinese: 偶像練習生; pinyin: Ǒuxiàng liànxíshēng), is a 2018 Chinese reality boy group survival show, which premiered on January 19, 2018 on iQIYI.","Idol Producer is a 2018 Chinese reality boy group survival show which premiered on January 19, 2018 on iQIYI.",0,
Vanilla Fudge,2021-09-05T15:39:54Z,2021-09-29T19:17:10Z,"Vanilla Fudge is an American rock band known predominantly for their slow extended heavy rock arrangements of contemporary hit songs, most notably ""You Keep Me Hangin' On"".","Vanilla Fudge is an American rock band known predominantly for their slow extended heavy rock arrangements of contemporary hit songs, most notably ""You Keep Me Hangin' On"".",0,
Mohamed Fadhloun,2021-09-02T01:48:48Z,2021-09-20T08:54:37Z,Mohamed Fadhloun is a French footballer who plays as a midfielder for Sporting Club Lyon.,Mohamed Fadhloun is a French footballer who plays as a midfielder for Sporting Club Lyon.,0,
Charlotte Wolff,2021-09-02T22:39:33Z,2021-09-30T21:39:36Z,Charlotte Wolff (30 September 1897 – 12 September 1986) was a German-British physician who worked as a psychotherapist and wrote on sexology and hand analysis.,Charlotte Wolff was a German-British physician who worked as a psychotherapist and wrote on sexology and hand analysis.,0,
Treasure Planet,2021-09-03T19:09:35Z,2021-10-01T21:43:19Z,"Treasure Planet is a 2002 American animated science fantasy action-adventure film produced by Walt Disney Feature Animation and released by Walt Disney Pictures on November 27, 2002","Treasure Planet is a 2002 American animated science fantasy action-adventure film produced by Walt Disney Feature Animation and released by Walt Disney Pictures on November 27, 2002.",0,
Marlene van Gansewinkel,2021-09-01T07:31:54Z,2021-09-10T23:36:52Z,"Marlene van Gansewinkel is a Dutch Paralympic athlete who won the gold medal in the women's 200 metres T64 event and the bronze medal in the women's long jump T64 event at the 2020 Summer Paralympics in Tokyo, Japan in 2021.","Marlene van Gansewinkel is a Dutch Paralympic athlete who won the gold medal in the women's 100 metres T64 and 200 metres T64 events and the bronze medal in the women's long jump T64 event at the 2020 Summer Paralympics in Tokyo, Japan.",0,
Soka Gakkai,2021-09-15T07:06:20Z,2021-09-17T02:15:29Z,"Soka Gakkai is a Japanese Buddhist religious movement based on the teachings of the 13th-century Japanese priest Nichiren as taught by its first three presidents Tsunesaburō Makiguchi, Jōsei Toda and Daisaku Ikeda.","Soka Gakkai is a Japanese Buddhist religious movement based on the teachings of the 13th-century Japanese priest Nichiren as taught by its first three presidents Tsunesaburō Makiguchi, Jōsei Toda and Daisaku Ikeda.",0,
MOS Burger,2021-09-14T08:28:41Z,2021-09-20T14:41:45Z,"MOS Food Services, Inc., doing business as MOS Burger, is a Japanese international fast-food restaurant chain (fast-casual).","MOS Food Services, Inc. (株式会社モスフードサービス, Kabushiki-kaisha Mosu Fūdo Sābisu), doing business as MOS Burger (モスバーガー, Mosu bāgā) (which stands for ""Mountain Ocean Sun""), is an international fast-food restaurant chain (fast-casual) from Japan.",0,
Zhou Xiaoxuan,2021-09-28T21:32:11Z,2021-09-29T20:59:23Z,"Zhou Xiaoxuan, also known as Xianzi, is a Chinese screenwriter and leading advocate in the Chinese Me Too movement.",Zhou Xiaoxuan is a Chinese screenwriter and leading advocate in the Chinese Me Too movement.,0,
Willem Nieuwenkamp,2021-09-13T04:39:05Z,2021-09-14T05:18:32Z,Willem Nieuwenkamp was a Dutch geologist and professor at the University of Utrecht who was among the early pioneers to apply X-ray crystallography in geology.,Willem Nieuwenkamp was a Dutch geologist and professor at the University of Utrecht who was among the early pioneers to apply X-ray crystallography in geology.,0,
Takao Saito,2021-09-29T04:37:18Z,2021-10-01T23:20:17Z,"Takao Saito is a Japanese manga artist, although he rejects the term and considers his work gekiga.","Takao Saito was a Japanese manga artist, although he rejected the term and considered his work gekiga.",1,
Istrianism,2021-09-11T18:39:27Z,2021-09-11T20:04:40Z,"Istrianism, Istrianness or Istrian nationalism is the name given to the regionalist identity developed in the Croatian region of Istria.","Istrianism, Istrianness or Istrian nationalism is the name given to the regionalist identity developed by the inhabitants of the part of Istria located in Croatia.",0,
Český Krumlov,2021-09-06T09:23:21Z,2021-09-19T17:49:10Z,"Český Krumlov is a town in the South Bohemian Region of the Czech Republic protected by law as an urban monument reservation and designated UNESCO World Heritage Site because of its well-preserved Gothic, Renaissance and Baroque architecture.","Český Krumlov is a town in the South Bohemian Region of the Czech Republic protected by law as an urban monument reservation and since 1992, has been a designated UNESCO World Heritage Site because of its well-preserved Gothic, Renaissance and Baroque architecture.",0,
Ramón Valdés,2021-09-01T05:01:33Z,2021-09-17T05:58:42Z,Ramón Valdés is best remembered for his portrayal of Don Ramón and is recognized as one of Mexico's best comedians.,"Ramón Esteban Gómez Valdés y Castillo was a Mexican actor, comedian, songwriter and entrepreneur best remembered for his portrayal of Don Ramón.",0,
Mu'nas Dabbur,2021-09-02T03:19:49Z,2021-09-26T21:14:06Z,Mu'nas Dabbur is an Israeli professional footballer who plays as a striker for Bundesliga club 1899 Hoffenheim and the Israel national team.,Mu'nas Dabbur is an Israeli professional footballer who plays as a striker for Bundesliga club 1899 Hoffenheim and the Israel national team.,0,
Deposed Queen Sin,2021-09-02T05:08:52Z,2021-09-26T18:55:48Z,"Queen Jeinwondeok was the wife and queen consort of Yi Yung, King Yeonsan, the 10th Joseon monarch, from 1494 until her husband's deposition in 1506, after which she was known as Deposed Queen Shin.","Queen Jeinwondeok was the wife and queen consort of Yi Yung, King Yeonsan, the 10th Joseon monarch.",0,
Richard Steven Horvitz,2021-09-07T07:27:22Z,2021-10-01T01:15:25Z,Richard Steven Horvitz is an American actor and comedian known for his prolific voice-over work for animation and video games.,Richard Steven Horvitz is an American actor and comedian best known for his voice work in animation and video games.,0,
United States Armed Forces,2021-09-03T02:54:21Z,2021-09-28T15:19:56Z,The United States Armed Forces are the military forces of the United States of America.,The United States Armed Forces are the military forces of the United States of America.,0,
Cossack Hetmanate,2021-09-03T19:13:32Z,2021-09-22T11:51:35Z,"The Cossack Hetmanate (Ukrainian: Гетьманщина, romanized: Hetmanshchyna), officially known as the Zaporizhian Host (Ukrainian: Військо Запорозьке, romanized: Viisko Zaporozke; Latin: Exercitus Zaporoviensis) was a Ukrainian Cossack state in the region of Central Ukraine between 1648 and 1764 (although its administrative-judicial system persisted until 1782).","The Cossack Hetmanate, officially known as the Zaporizhian Host, was a Ukrainian Cossack state in the region of Central Ukraine between 1648 and 1764.",0,
Mustafa Zeki Uğurlu,2021-09-25T18:04:19Z,2021-09-25T18:09:51Z,Mustafa Zeki Ugurlu was a two-star admiral in the Turkish Navy who recently served as a flag officer at NATO Supreme Allied Command Transformation in Norfolk-USA.,Mustafa Zeki Uğurlu was a two-star admiral in the Turkish Navy who recently served as a flag officer at NATO Supreme Allied Command Transformation in Norfolk-USA.,0,
Olaug Bollestad,2021-09-18T14:28:12Z,2021-09-24T09:51:11Z,Olaug Vervik Bollestad is a Norwegian nurse and politician for the Christian Democratic Party who is an member of Parliament for Rogaland since 2013 and Minister of Agriculture and Food since 2019.,Olaug Vervik Bollestad is a Norwegian nurse and politician for the Christian Democratic Party who is an member of Parliament for Rogaland since 2013 and Minister of Agriculture and Food since 2019.,0,
Elshad Mirbashir oghlu,2021-09-24T05:10:15Z,2021-09-24T05:11:03Z,"Elshad Mirbashir oglu is a member of National Assembly (Milli Majlis) of Azerbaijan, board member of the ruling New Azerbaijan Party, board member and vice chairman of Social Research Center, member of The Anti-Corruption Commission of the Republic of Azerbaijan, political scientist, politician, and Professor of the Department of Political Science and Political Management of the Academy of Public Administration under the President of the Republic of Azerbaijan since 2007.","Elshad Mirbashir oghlu is a member of National Assembly (Milli Majlis) of Azerbaijan, board member of the ruling New Azerbaijan Party, board member and vice chairman of Social Research Center, member of The Anti-Corruption Commission of the Republic of Azerbaijan, political scientist, politician, and Professor of the Department of Political Science and Political Management of the Academy of Public Administration under the President of the Republic of Azerbaijan since 2007.",0,
Ott Lumi,2021-09-13T17:51:50Z,2021-09-27T08:45:51Z,"""Estopedist1 (born 1 December 1978) is an Estonian politician.""",Ott Lumi is an Estonian politician.,0,
Sherwood Boehlert,2021-09-21T16:56:13Z,2021-09-25T23:37:28Z,"Sherwood Louis ""Sherry"" Boehlert was an American politician from New York who represented a large swath of central New York in the United States House of Representatives from 1983 until 2007 and was a member of the Republican party's moderate wing.","Sherwood Louis ""Sherry"" Boehlert was an American politician from New York who represented a large swath of central New York in the United States House of Representatives from 1983 until 2007 and was considered to be a member of the Republican party's moderate wing.",0,
Mississippi Suite,2021-09-03T17:58:25Z,2021-09-10T19:12:02Z,"The Mississippi Suite (A Tone Journey) is a 1926 orchestral suite in four movements by Ferde Grofé, depicting scenes along a journey down the Mississippi River from its headwaters of Minnesota down to New Orleans.","Mississippi; Tone Journey is a 1926 orchestral suite in four movements by Ferdie Grofe, depicting scenes along a journey down the Mississippi River from its headwaters of Minnesota down to New Orleans.",0,
12 Tonadillas en estilo antiguo,2021-09-14T16:05:10Z,2021-09-16T09:09:47Z,"""12 Tonadillas en estilo antiguo, H. 136, is a collection of 12 songs by Spanish composer Enrique Granados with texts by Fernando Periquet Zuaznábar.""","""12 Tonadillas en estilo antiguo, H. 136, is a collection of 12 songs by Spanish composer Enrique Granados with texts by Fernando Periquet.""",0,
Basques,2021-09-16T05:26:43Z,2021-09-24T02:28:28Z,"The Basques are a Southwestern European ethnic group, characterised by the Basque language, a common culture, and a shared genetic ancestry to the ancient Vascones and Aquitanians.","The Basques are a Southwestern European ethnic group, characterised by the Basque language, a common culture and shared genetic ancestry to the ancient Vascones and Aquitanians.",0,
Eran Zahavi,2021-09-01T20:36:20Z,2021-10-01T07:15:54Z,Eran Zahavi is an Israeli professional footballer who plays as an attacking midfielder or as a striker for Eredivisie club PSV Eindhoven and the Israel national team.,Eran Zahavi is an Israeli professional footballer who plays as an attacking midfielder or as a striker for Eredivisie club PSV Eindhoven and the Israel national team.,0,
Mohamed Salah,2021-09-01T10:14:41Z,2021-10-01T17:25:27Z,Mohamed Salah is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and captains the Egypt national team.,Mohamed Salah is an Egyptian professional footballer who plays as a forward for Premier League club Liverpool and captains the Egypt national team.,0,
