title,timestamp_first,timestamp_end,def_first,def_last,label
Taís Araújo,2021-11-05T03:02:01Z,2021-12-01T00:23:01Z," Taís Bianca Gama de Araújo (Portuguese pronunciation: ; born 25 November 1978) is a Brazilian actress, TV host and model."," Taís Bianca Gama de Araújo (Portuguese pronunciation: ; born 25 November 1978) is a Brazilian actress, TV host and model.",0
Gela Charkviani,2021-11-09T07:13:00Z,2021-11-19T11:11:09Z," Gela Charkviani (Georgian: გელა ჩარკვიანი; 1 March 1939 — 9 November 2021) is Georgian diplomat, writer, educator and television personality."," Gela Charkviani (Georgian: გელა ჩარკვიანი; 1 March 1939 – 9 November 2021) was a Georgian diplomat, writer, educator, and television personality.",1
Spotbanded scat,2021-11-06T19:48:59Z,2021-11-20T15:35:22Z," Scatophagus multifasciatus Richardson, 1846 The spotbanded scat,(Selenotoca multifasciata), also known as the striped scat, banded scat, barred scat, butterfish, John Dory, Johnny Dory, old maid, Southern butter-fish or striped butterfish, is a species of ray-finned fish, belonging to the family Scatophagidae, the scats."," Scatophagus multifasciatus Richardson, 1846 The spotbanded scat,(Selenotoca multifasciata), also known as the striped scat, banded scat, barred scat, butterfish, John Dory, Johnny Dory, old maid, Southern butter-fish or striped butterfish, is a species of ray-finned fish, belonging to the family Scatophagidae, the scats.",0
Much Ado About Nothing,2021-11-09T20:03:52Z,2021-12-01T10:32:40Z,Much Ado About Nothing is a comedy by William Shakespeare thought to have been written in 1598 and 1599.,Much Ado About Nothing is a comedy by William Shakespeare thought to have been written in 1598 and 1599.,0
Opercularia apiciflora,2021-11-11T20:17:38Z,2021-11-11T21:03:27Z,Opercularia apiciflora is a plant in the Rubiaceae family.,Opercularia apiciflora is a plant in the Rubiaceae family.,1
Line Music,2021-11-11T01:32:44Z,2021-11-11T22:34:17Z," Line Music (stylized as LINE MUSIC) is a subscription-based music streaming service by Line Corporation that combines existing Line Messenger app with the entertainment system that users not only can stream the music on-demand, but users can share the music directly to Line messenger."," Line Music (stylized as LINE MUSIC) is a subscription-based music streaming service by Line Corporation that combines existing Line Messenger app with the entertainment system that users not only can stream the music on-demand, but users can share the music directly to Line messenger.",1
Proteodes profunda,2021-11-10T04:14:58Z,2021-11-10T18:36:15Z,Proteodes melographa is a species of moth in the family Depressariidae.,Proteodes profunda is a species of moth in the family Depressariidae.,0
Conference of European Churches,2021-11-06T14:49:48Z,2021-12-01T23:06:34Z," Denominational associations Regional associations Churches Together in England Oriental Orthodox African-American Baptist Oriental Orthodox Eastern Protestant Finished Work Pentecostal Oneness Pentecostal The Conference of European Churches (CEC) was founded in 1959 to promote reconciliation, dialogue and friendship between the churches of Europe at a time of growing Cold War political tensions and divisions."," Denominational associations Regional associations Churches Together in England Oriental Orthodox African-American Baptist Oriental Orthodox Eastern Protestant Finished Work Pentecostal Oneness Pentecostal The Conference of European Churches (CEC) was founded in 1959 to promote reconciliation, dialogue and friendship between the churches of Europe at a time of growing Cold War political tensions and divisions.",0
Samai Distillery,2021-11-15T20:46:14Z,2021-11-25T19:17:06Z,Samai Rum Distillery (Khmer: សិប្បកម្មកែច្នៃស្រារ៉ោមសម័យ) is a Cambodian premium rum manufacturer in Phnom Penh founded in 2014.,Samai Rum Distillery (Khmer: សិប្បកម្មកែច្នៃស្រារ៉ោមសម័យ) is a Cambodian premium rum manufacturer in Phnom Penh founded in 2014.,0
Frances Perry (philanthropist),2021-11-03T05:54:36Z,2021-11-14T02:35:09Z,"Frances (Fanny) Perry nee Cooper (1814–1892) was born in Yorkshire, England and migrated with her husband Charles Perry to Melbourne, Australia in 1848."," Frances (Fanny) Perry nee Cooper (1814–1892) was born in Yorkshire, England and migrated with her husband Charles Perry to Melbourne, Australia in 1848.",0
Alexandra Botez,2021-11-08T01:04:36Z,2021-11-25T15:45:50Z," Alexandra Valeria Botez (born September 24, 1995) is an American-Canadian chess player and commentator, Twitch streamer, and YouTuber."," Alexandra Valeria Botez (born September 24, 1995) is an American-Canadian chess player and commentator, Twitch streamer, and YouTuber.",0
The Moody Blues,2021-11-11T08:15:46Z,2021-11-22T04:15:00Z," The Moody Blues are an English rock band formed in Birmingham in 1964, initially consisting of keyboardist Mike Pinder, multi-instrumentalist Ray Thomas, guitarist Denny Laine, drummer Graeme Edge, and bassist Clint Warwick."," The Moody Blues were an English rock band formed in Birmingham in 1964, initially consisting of keyboardist Mike Pinder, multi-instrumentalist Ray Thomas, guitarist Denny Laine, drummer Graeme Edge, and bassist Clint Warwick.",0
Persab Brebes,2021-11-08T17:56:42Z,2021-11-09T10:56:36Z," Persatuan Sepakbola Brebes, commonly known as Persab, is an Indonesian football club based in Brebes, Central Java, Indonesia, and currently play in Liga 3."," Persatuan Sepakbola Brebes, commonly known as Persab, is an Indonesian football club based in Brebes, Central Java, Indonesia, and currently play in Liga 3.",0
Kwon Jung-dong,2021-11-29T22:49:43Z,2021-12-01T21:08:52Z,Kwon Jung-dong (Korean: 권중동; 10 September 1932 – 26 November 2021) was a South Korean politician.,Kwon Jung-dong (Korean: 권중동; 10 September 1932 – 26 November 2021) was a South Korean politician.,0
Cyrus McCormick Jr.,2021-11-19T20:59:13Z,2021-11-19T21:50:14Z," Cyrus Hall McCormick Jr. (May 16, 1859 – June 2, 1936) was an American businessman."," Cyrus Hall McCormick Jr. (May 16, 1859 – June 2, 1936) was an American businessman.",0
John J. Sullivan (diplomat),2021-11-08T15:54:33Z,2021-11-20T10:16:36Z," John Joseph Sullivan (born November 20, 1959) is an American attorney and government official serving as the United States Ambassador to Russia, and who previously served as the 19th United States Deputy Secretary of State from 2017 to 2019."," John Joseph Sullivan (born November 20, 1959) is an American attorney and government official serving as the United States Ambassador to Russia, and who previously served as the 19th United States Deputy Secretary of State from 2017 to 2019.",0
NCH Corporation,2021-11-11T16:31:33Z,2021-11-21T05:22:41Z,NCH Corporation is an international marketer of maintenance products.,NCH Corporation is an international marketer of maintenance products.,0
Madama Butterfly,2021-11-12T21:37:26Z,2021-11-12T21:37:48Z," Madama Butterfly (IPA: ; Madame Butterfly) is an opera in three acts (originally two) by Giacomo Puccini, with an Italian libretto by Luigi Illica and Giuseppe Giacosa."," Madama Butterfly (IPA: ; Madame Butterfly) is an opera in three acts (originally two) by Giacomo Puccini, with an Italian libretto by Luigi Illica and Giuseppe Giacosa.",0
Eskander Bhouri,2021-11-28T16:24:03Z,2021-12-01T16:43:34Z,Eskander Bhouri (born 12 July 1997) is a Tunisian basketball player who currently plays for Club Africain.,Eskander Bhouri (born 12 July 1997) is a Tunisian basketball player who currently plays for Club Africain.,0
Democratic Majority for Israel,2021-11-06T16:23:46Z,2021-12-01T23:54:23Z,The Democratic Majority for Israel (DMFI) is a centrist advocacy group that supports pro-Israel policies among the Democratic Party's political leaders.,The Democratic Majority for Israel (DMFI) is a centrist advocacy group that supports pro-Israel policies among the Democratic Party's political leaders.,0
Child's Play (1988 film),2021-11-03T22:07:47Z,2021-12-01T17:38:34Z," Child's Play is a 1988 American horror film directed and co-written by Tom Holland, and produced by David Kirschner from a story by Don Mancini."," Child's Play is a 1988 American horror film directed and co-written by Tom Holland, and produced by David Kirschner from a story by Don Mancini.",0
Norwegian Association for Women's Rights,2021-11-06T19:14:52Z,2021-12-01T14:49:07Z,The Norwegian Association for Women's Rights (Norwegian: Norsk Kvinnesaksforening; NKF) is a Norwegian nonpartisan political advocacy organisation and Norway's oldest and preeminent women's and girls' rights organisation.,The Norwegian Association for Women's Rights (Norwegian: Norsk Kvinnesaksforening; NKF) is a Norwegian nonpartisan political advocacy organisation and Norway's oldest and preeminent women's and girls' rights organisation.,0
Holacanthus bermudensis,2021-11-16T19:05:32Z,2021-11-20T16:55:41Z," Holacanthus bermudensis, the blue angelfish or Bermuda blue angelfish, is a species of marine ray-finned fish, amarine angelfish belonging to the family Pomacanthidae."," Holacanthus bermudensis, the blue angelfish or Bermuda blue angelfish, is a species of marine ray-finned fish, amarine angelfish belonging to the family Pomacanthidae.",0
Nové Město na Moravě,2021-11-01T14:23:59Z,2021-11-16T09:14:20Z," Nové Město na Moravě (Czech pronunciation: ; German: Neustadt in Mähren; literally ""New Town in Moravia"") is a town in the Vysočina Region in the central Czech Republic.",Nové Město na Moravě (Czech pronunciation: ; German: Neustadt in Mähren) is a town in Žďár nad Sázavou District in the Vysočina Region of the Czech Republic.,0
Julie L. Green,2021-11-04T20:23:23Z,2021-11-08T06:56:03Z," Julie L. Green (1961 – 12 October 2021) was an artist known for making paintings about food, fashion, and capital punishment."," Julie Lynn Green (22 September 1961 – 12 October 2021) was an artist known for making paintings about food, fashion, and capital punishment.",0
Robert-Philippe Dollfus,2021-11-16T14:29:17Z,2021-12-01T21:16:22Z," Robert-Philippe Dollfus (20 July 1887in Paris, France – 19 February 1976in Paris, France) was a French zoologist and parasitologist."," Robert-Philippe Dollfus (20 July 1887 in Paris, France – 19 February 1976 in Paris, France) was a French zoologist and parasitologist.",0
Makiko Mori,2021-11-11T06:07:49Z,2021-11-11T06:25:18Z," Makiko Mori (森 万紀子, December 19, 1934 – before November 17, 1992) was a Japanese novelist Mori was born Eiko Matsuura on December 19, 1934 in Sakata, Japan."," Makiko Mori (森 万紀子, December 19, 1934 – before November 17, 1992) was a Japanese novelist.",0
Darbar (film),2021-11-01T12:22:49Z,2021-12-01T18:25:19Z," Darbar (transl.  Court) is a 2020 Indian Tamil-language action thriller film written and directed by A. R. Murugadoss, and produced by Allirajah Subaskaran under Lyca Productions."," Darbar (transl.  Court) is a 2020 Indian Tamil-language action thriller film written and directed by A. R. Murugadoss, and produced by Allirajah Subaskaran under Lyca Productions.",0
A Satire of the Three Estates,2021-11-23T14:21:47Z,2021-11-23T14:26:00Z," A Satire of the Three Estates (Middle Scots: Ane Pleasant Satyre of the Thrie Estaitis), is a satirical morality play in Middle Scots, written by makar Sir David Lyndsay."," A Satire of the Three Estates (Middle Scots: Ane Pleasant Satyre of the Thrie Estaitis), is a satirical morality play in Middle Scots, written by makar Sir David Lyndsay.",0
Isère,2021-11-06T03:44:13Z,2021-11-19T17:41:31Z,"Isère (US: /iːˈzɛər/ ee-ZAIR, French: (listen); Arpitan: Isera; Occitan: Isèra, ) is a department in the southeastern French region of Auvergne-Rhône-Alpes.","Isère (US: /iːˈzɛər/ ee-ZAIR, French: (listen); Arpitan: Isera; Occitan: Isèra, ) is a landlocked department in the southeastern French region of Auvergne-Rhône-Alpes",0
Shahar Piven,2021-11-15T18:02:04Z,2021-11-15T18:43:36Z," Shahar Piven (Hebrew: שחר פיבן, Russian: Шахар Пивень; born 21 September 1995) is an Israeli association footballer who plays as a defender for Maccabi Tel Aviv."," Shahar Piven-Bachtiar (Hebrew: שחר פיבן, Russian: Шахар Пивень; born 21 September 1995) is a Russian-born Israeli association footballer who plays as a defender for Maccabi Tel Aviv.",0
Rango (2011 film),2021-11-01T16:27:22Z,2021-11-30T00:53:47Z,Rango is a 2011 American computer-animated Western comedy film directed by Gore Verbinski from a screenplay by John Logan.,Rango is a 2011 American computer-animated Western comedy film directed by Gore Verbinski from a screenplay by John Logan.,0
Tomas Pousette,2021-11-15T14:45:46Z,2021-11-25T03:08:41Z,Dan Tomas Pousette (born 9 September 1950) is a Swedish economist.,Dan Tomas Pousette (born 9 September 1950) is a Swedish economist.,0
Altair Engineering,2021-11-01T11:10:09Z,2021-11-17T21:18:00Z," Altair Engineering Inc. is an American multinational information technology company headquartered in Troy, Michigan."," Altair Engineering Inc. is an American multinational information technology company headquartered in Troy, Michigan.",0
Mainz,2021-11-04T11:01:46Z,2021-11-15T18:02:49Z," Mainz (/maɪnts/; German: (listen)) is the capital and largest city of Rhineland-Palatinate (German: Rheinland-Pfalz), Germany."," Mainz (/maɪnts/; German: (listen)) is the capital and largest city of Rhineland-Palatinate (German: Rheinland-Pfalz), Germany.",0
USS LST-69,2021-11-12T11:46:18Z,2021-11-19T18:33:01Z,USS LST-69 was a LST-1-class tank landing ship in the United States Navy during World War II.,USS LST-69 was a LST-1-class tank landing ship in the United States Navy during World War II.,0
